"","screen_time","content_type","attention_score"
"1",7.9867618153803,"Educational",78.8449932516455
"2",2.92148821195588,"Educational",89.5710088232252
"3",1.63416404137388,"Educational",97.9968783502259
"4",3.7492109911982,"Mixed",79.0662301391026
"5",2.14588945941068,"Educational",94.0271146231095
"6",5.60166420647874,"Mixed",65.4142203332309
"7",5.43038532463834,"Educational",84.9370427527288
"8",6.60999828157946,"Mixed",62.0255621215444
"9",7.95531871030107,"Entertainment",23.0414858716943
"10",5.88470367551781,"Entertainment",43.4114884933056
"11",7.19336648262106,"Educational",77.3422863164146
"12",7.60015590419061,"Mixed",50.4161686759199
"13",1.9635258000344,"Entertainment",76.6273182075793
"14",4.18524096859619,"Educational",91.6887975491916
"15",5.49002682510763,"Entertainment",51.2152448982513
"16",3.1977289407514,"Entertainment",70.6087376750042
"17",5.45168076292612,"Mixed",69.5204583102416
"18",1.06094803637825,"Entertainment",90.4094881263807
"19",4.25121284462512,"Mixed",78.463932803517
"20",2.83660793863237,"Mixed",85.371592629473
"21",5.97586954198778,"Entertainment",44.188489396884
"22",4.59957341616973,"Mixed",69.7529294959955
"23",3.5551338957157,"Educational",90.9259670020513
"24",4.19574547349475,"Entertainment",59.3726814307936
"25",3.10992250824347,"Educational",88.6373299276213
"26",1.21455974527635,"Entertainment",85.0651040344294
"27",7.77763402019627,"Educational",71.6853535328643
"28",4.27868689666502,"Entertainment",64.7236050731288
"29",3.1403322017286,"Educational",87.8187704400281
"30",3.62511284509674,"Entertainment",69.7444195414553
"31",4.21092517627403,"Educational",87.5741674880263
"32",4.82926549040712,"Educational",88.8936652510937
"33",3.80534135294147,"Educational",89.0278646050972
"34",5.91943736630492,"Educational",81.1920959344566
"35",5.42829894367605,"Mixed",64.6834015071822
"36",3.9515232720878,"Entertainment",64.9473619686679
"37",1.11802334664389,"Entertainment",88.6246176332047
"38",7.6638715073932,"Mixed",47.2497638240329
"39",5.09185089333914,"Educational",88.5209463915701
"40",5.36399232409894,"Entertainment",52.4902394227091
"41",3.91232398082502,"Educational",78.2707485099597
"42",6.08393931481987,"Entertainment",37.4075054795629
"43",4.3150579072535,"Entertainment",61.6563621931464
"44",1.53495419607498,"Entertainment",81.1151538957257
"45",5.19579352275468,"Entertainment",53.0023594077138
"46",3.22674826392904,"Mixed",78.2170599485072
"47",5.20713680842891,"Educational",80.179271331702
"48",3.1897000328172,"Entertainment",63.8630580417077
"49",6.52462298469618,"Educational",80.585640861599
"50",6.9351687815506,"Mixed",52.9849043833875
"51",3.65320585179143,"Entertainment",60.0219097711283
"52",1.95613773353398,"Mixed",93.1267489729457
"53",3.63429001276381,"Mixed",69.0548036860986
"54",2.25801631156355,"Entertainment",72.3117824396003
"55",3.04807750508189,"Mixed",72.0454528415341
"56",6.97856165235862,"Educational",79.2266803285766
"57",7.48825564025901,"Entertainment",37.4029133428717
"58",1.52470024093054,"Educational",101.545567735421
"59",3.5387923666276,"Mixed",85.3250908030063
"60",5.91982625797391,"Educational",89.4895230808065
"61",5.67562324763276,"Entertainment",41.8163221151989
"62",2.03296351409517,"Entertainment",84.7319524270697
"63",1.59577258070931,"Entertainment",88.0055376643557
"64",4.74372320109978,"Mixed",72.1218416857898
"65",5.99040838051587,"Mixed",52.6280133554994
"66",4.01622190116905,"Entertainment",67.7380319784747
"67",4.59678674465977,"Educational",95.4273244519913
"68",3.07711594435386,"Entertainment",74.4858849985507
"69",2.12245462881401,"Mixed",97.9916845634489
"70",4.77689904510044,"Entertainment",51.655483936556
"71",4.27027662843466,"Educational",88.3636710365276
"72",2.07687182514928,"Entertainment",79.3232111085883
"73",7.52166920900345,"Entertainment",28.527593047812
"74",5.6649217470549,"Educational",82.5743335575657
"75",4.64982317248359,"Educational",89.6141583017362
"76",7.53492590179667,"Entertainment",35.6199677860479
"77",6.36841643019579,"Educational",74.2547926533523
"78",3.75301252375357,"Educational",91.0741976845365
"79",5.74569119466469,"Educational",80.3402863707939
"80",6.65792163414881,"Mixed",59.4521919665487
