"","practice_hours","feedback_type","performance_score"
"1",3.36083052679896,"None",26.698392053997
"2",16.1503279814497,"None",51.3468210464039
"3",7.6988470274955,"Delayed",37.8967627316405
"4",6.55468634329736,"Delayed",40.8510677393479
"5",12.0420134952292,"Immediate",60.6976279721653
"6",12.0878810808063,"None",50.2164907035169
"7",2.49266888480633,"None",23.3877101056151
"8",5.89201848488301,"Immediate",57.2378958356807
"9",11.5521983802319,"None",52.2862717171782
"10",12.6195854879916,"None",39.0024034705345
"11",10.2403179509565,"Delayed",54.8696597539158
"12",10.1004782831296,"Delayed",59.5796343719805
"13",10.6807070691139,"None",41.1043897750797
"14",11.144988713786,"None",39.4691781129239
"15",17.358389752917,"None",48.3365463114634
"16",16.5941738663241,"Delayed",65.5243224135248
"17",2.22898306790739,"None",31.449907316754
"18",14.0737671777606,"Immediate",78.0593253595541
"19",17.9497652873397,"None",47.7082914815782
"20",5.59465107508004,"None",29.0905905801478
"21",4.56403762567788,"Delayed",37.1353597456479
"22",0.30659785028547,"Delayed",20.9039117458003
"23",2.57963117212057,"Delayed",24.9773754559092
"24",1.86763857025653,"None",21.5496124952578
"25",4.73770014941692,"Immediate",33.3997043968006
"26",15.8229481894523,"Delayed",68.0895388570814
"27",11.9946313137189,"Immediate",63.879071208649
"28",18.2029542187229,"Delayed",86.3211175283011
"29",11.2084910785779,"Immediate",65.2098506666041
"30",15.1140953833237,"None",54.6540004498882
"31",7.58343782275915,"None",35.7383982092994
"32",7.46561953797936,"None",32.1519677864984
"33",3.40581285767257,"Delayed",32.0312922557658
"34",9.06614647246897,"Delayed",50.4266044683141
"35",5.16827920917422,"Immediate",33.4702073194404
"36",6.72531904652715,"None",41.7167440598001
"37",17.7916606934741,"Delayed",73.3115211594862
"38",4.03892597649246,"Delayed",22.2668956590941
"39",11.5837208554149,"None",44.2266666499137
"40",4.15264059789479,"Immediate",40.767045283403
"41",5.62937584705651,"None",35.6901041287167
"42",15.7256240816787,"Immediate",82.5071143633244
"43",3.46038698684424,"None",22.0188462705887
"44",11.4149503642693,"Delayed",60.2359843553694
"45",8.38565926533192,"None",29.781169129865
"46",5.35244330298156,"Immediate",32.1718885328483
"47",0.95618883613497,"Delayed",17.8219057741459
"48",2.06986107863486,"Immediate",30.6565113644837
"49",6.28062911331654,"Delayed",34.3055872783784
"50",16.0128212440759,"Immediate",82.64883958594
"51",4.58649390842766,"None",31.7697122520437
"52",4.25996881444007,"None",29.7228961974978
"53",17.5420181173831,"None",58.1469138597764
"54",19.8644392658025,"Immediate",92.6090850229251
"55",16.8849403969944,"None",53.7723846989384
"56",18.2087309844792,"Delayed",69.4818586634303
"57",9.42539464682341,"Immediate",64.3145915605348
"58",4.48836816009134,"Delayed",31.7928534927555
"59",2.5562931317836,"None",31.4383017342474
"60",5.59367024805397,"Delayed",37.3037192508969
"61",16.3221212057397,"Delayed",59.3317382328378
"62",1.15225985646248,"None",23.1522176303619
"63",16.0565849905834,"Delayed",65.9155145060482
"64",2.08775670733303,"Delayed",25.4803958128061
"65",15.3321203729138,"Immediate",75.6298224849721
"66",6.09621132723987,"Delayed",37.6559996310588
"67",15.385748418048,"None",52.2224488050504
"68",10.8131145266816,"None",43.2995398054517
"69",7.24741064477712,"Immediate",51.1136483015131
"70",1.85113832354546,"Delayed",26.2256112502417
"71",15.1951051037759,"Delayed",59.6598126520274
"72",15.2163989376277,"Delayed",67.9467079327365
"73",18.0652169045061,"Delayed",70.5140574085119
"74",19.3256557220593,"Immediate",92.0560474361873
"75",10.3051324561238,"None",39.1417837307302
"76",10.9896134771407,"Delayed",38.3624745349543
"77",3.27439793851227,"Delayed",36.4959893830512
"78",3.29193907324225,"Delayed",37.7345396177718
"79",15.7266555493698,"None",54.5589277810458
"80",15.022268393077,"Delayed",67.8643218355319
"81",15.6842940859497,"Immediate",83.9309593422424
"82",13.0870982911438,"Immediate",68.9904267068857
"83",7.56208794657141,"Delayed",40.3862893883975
"84",0.171339348889887,"None",24.571820892767
"85",19.1065910737962,"None",49.5913428819416
"86",16.772322957404,"Delayed",71.8207776955068
"87",4.26849875133485,"None",33.5533238445846
"88",9.89427112508565,"Delayed",55.1927723286774
"89",12.7248851256445,"Immediate",73.0097721537724
"90",18.4218278620392,"Immediate",90.0223780352973
"91",0.234880815260112,"Delayed",9.27763235055494
"92",5.34805834293365,"Immediate",45.3105409876352
"93",8.71144203469157,"None",36.4844059818326
"94",16.5893418947235,"Immediate",82.2083968184273
"95",17.4188807699829,"None",52.4949008557802
"96",5.02137918956578,"Immediate",50.4434553008106
"97",6.48716496769339,"Immediate",48.4610641552798
"98",6.12475623842329,"None",27.9274756416293
"99",3.6856407020241,"Delayed",29.5042476805172
"100",13.5995479905978,"Delayed",67.9274989401018
"101",15.3267534729093,"Delayed",78.043462344543
"102",13.6426445422694,"Delayed",59.0085962744171
"103",4.18261584360152,"Immediate",36.0921445587298
"104",14.2388752195984,"Immediate",83.1838247173846
"105",12.1059637097642,"Immediate",74.1922138628839
"106",6.81118410080671,"None",31.441645819877
"107",0.823406418785453,"Delayed",26.770775038919
"108",8.03505018819124,"Delayed",51.1826922276606
"109",1.58119291067123,"Delayed",29.7629573722598
"110",6.25105300918221,"Immediate",44.5716051809743
"111",6.50151871610433,"None",38.3198910000262
"112",1.56732914503664,"Immediate",23.9591596323893
"113",3.00439541228116,"Immediate",32.6726814732513
"114",3.04850139189512,"Delayed",26.8314557305949
"115",18.2684720214456,"None",60.3241398989035
"116",14.045057981275,"None",55.9431292129079
"117",16.4109664410353,"Immediate",81.7325580026923
"118",13.3112618140876,"None",50.2273803452624
"119",4.32370227761567,"None",36.8193358274385
"120",9.2612480558455,"Immediate",52.3806925524684
"121",14.3370609683916,"Immediate",65.3482333277182
"122",16.443760949187,"None",48.8799232749642
"123",16.4148385357112,"Immediate",83.3215853951865
"124",3.99889103602618,"Delayed",30.590158917452
"125",12.0227098139003,"None",55.9146049842856
"126",8.59672003891319,"None",24.4035778901206
"127",12.7513666357845,"Delayed",52.8493042856889
"128",8.40048010461032,"Immediate",54.4924399594384
"129",17.5974007789046,"Immediate",87.025056879033
"130",6.41456061042845,"Delayed",38.8376254450367
"131",6.30625687539577,"Immediate",42.9447079826835
"132",9.87144168931991,"Delayed",45.6990359438518
"133",6.75340591464192,"Delayed",40.9010821334388
"134",4.4557198882103,"None",30.0535708483519
"135",16.6047933744267,"None",56.672600002624
"136",10.7699356786907,"Delayed",53.4274229109209
"137",1.97395789902657,"Immediate",29.2773229493493
"138",2.19180284999311,"None",29.8665474913567
"139",11.4771006209776,"Immediate",72.3897599353173
"140",10.7597032608464,"Immediate",64.5989722678687
"141",9.75009956862777,"Delayed",59.3707153988515
"142",6.38460272457451,"Immediate",37.6071809051475
"143",13.5956972884014,"Immediate",76.6179046628013
"144",17.2315070871264,"Delayed",67.0506106151513
"145",16.9425808591768,"None",47.234898438173
"146",5.34547239076346,"Delayed",36.7538094981968
"147",12.1080681029707,"Immediate",69.3606272680529
"148",16.6190809197724,"Delayed",70.0785508994594
"149",11.8332692887634,"Immediate",67.7824467932815
"150",3.97679365705699,"None",25.9215205581647
